network,geoname_id,registered_country_geoname_id,represented_country_geoname_id,is_anonymous_proxy,is_satellite_provider,postal_code,latitude,longitude,accuracy_radius,is_anycast
2.219.128.0/20,2638077,2635167,,0,0,S20,53.3368,-1.3547,100,
2.219.144.0/21,2644658,2635167,,0,0,SS9,51.5554,0.6466,20,
2.219.152.0/21,2651347,2635167,,0,0,DE21,52.9887,-1.4407,100,
2.219.160.0/21,2651347,2635167,,0,0,DE24,52.8901,-1.4522,20,
2.219.168.0/21,2654308,2635167,,0,0,RH15,50.9583,-0.1342,20,
2.219.176.0/22,2651347,2635167,,0,0,DE74,52.8146,-1.3254,20,
2.219.180.0/22,2654710,2635167,,0,0,BN41,50.8435,-0.2166,20,
2.219.184.0/21,7733088,2635167,,0,0,CH49,53.3730,-3.1013,20,
2.219.192.0/21,2651347,2635167,,0,0,DE21,52.9887,-1.4407,20,
2.219.200.0/22,11552734,2635167,,0,0,E3,51.5245,-0.0255,10,
2.219.204.0/22,2636531,2635167,,0,0,SR4,54.9001,-1.4211,10,
2.219.208.0/21,2647694,2635167,,0,0,E9,51.5384,-0.0390,20,
2.219.216.0/21,2654993,2635167,,0,0,BD7,53.7817,-1.7776,100,
2.219.224.0/22,2633948,2635167,,0,0,WN6,53.5673,-2.6762,20,
2.219.228.0/22,2641181,2635167,,0,0,NR3,52.6259,1.3032,100,
2.219.232.0/22,2651347,2635167,,0,0,DE22,52.9453,-1.4953,20,
2.219.236.0/22,2640677,2635167,,0,0,PA3,55.8505,-4.4443,20,
2.219.240.0/22,2640194,2635167,,0,0,PL6,50.4184,-4.1160,50,
2.219.244.0/22,2633948,2635167,,0,0,WN3,53.5332,-2.6117,20,
2.219.248.0/22,2652890,2635167,,0,0,BD19,53.7263,-1.7065,10,
2.219.252.0/22,2643123,2635167,,0,0,M18,53.4628,-2.1626,10,
2.220.0.0/22,2654993,2635167,,0,0,BD12,53.7552,-1.7594,10,
2.220.4.0/22,2652053,2635167,,0,0,RH11,51.1147,-0.1840,20,
2.220.8.0/22,2655095,2635167,,0,0,BH10,50.7572,-1.8955,50,
2.220.12.0/22,2651347,2635167,,0,0,DE24,52.8901,-1.4522,10,
2.220.16.0/22,2641639,2635167,,0,0,E6,51.5291,0.0527,10,
2.220.20.0/22,2654675,2635167,,0,0,BS4,51.4351,-2.5419,10,
2.220.24.0/21,2638785,2635167,,0,0,WA10,53.4486,-2.7328,20,
2.220.32.0/22,2633948,2635167,,0,0,WN2,53.5690,-2.5966,20,
2.220.36.0/22,2651347,2635167,,0,0,DE23,52.8794,-1.4819,20,
2.220.40.0/21,2653947,2635167,,0,0,GU16,51.3035,-0.7199,20,
2.220.48.0/22,2651347,2635167,,0,0,DE23,52.8794,-1.4819,20,
2.220.52.0/22,2634812,2635167,,0,0,SW18,51.4626,-0.2059,10,
2.220.56.0/22,2646274,2635167,,0,0,DE7,52.9696,-1.3159,20,
2.220.60.0/22,2649571,2635167,,0,0,TW14,51.4536,-0.4233,20,
2.220.64.0/22,2633352,2635167,,0,0,YO23,53.9543,-1.1898,50,
2.220.68.0/22,2656194,2635167,,0,0,SS13,51.5638,0.5232,10,
2.220.72.0/22,2649622,2635167,,0,0,ME13,51.3182,0.8852,50,
2.220.76.0/22,2648579,2635167,,0,0,G46,55.8050,-4.2899,20,
2.220.80.0/20,2641170,2635167,,0,0,NG10,52.8996,-1.2714,50,
2.220.96.0/22,2637627,2635167,,0,0,SL3,51.4770,-0.5230,10,
2.220.100.0/22,2634853,2635167,,0,0,WS2,52.5876,-1.9828,10,
2.220.104.0/21,2652053,2635167,,0,0,RH11,51.1147,-0.1840,20,
2.220.112.0/22,2633948,2635167,,0,0,WN5,53.4969,-2.7072,20,
2.220.116.0/22,2651347,2635167,,0,0,DE22,52.9453,-1.4953,20,
2.220.120.0/22,2652890,2635167,,0,0,BD19,53.7263,-1.7065,10,
2.220.124.0/22,2648579,2635167,,0,0,G14,55.8754,-4.3576,20,
2.220.128.0/21,2650225,2635167,,0,0,EH6,55.9495,-3.1983,50,
2.220.136.0/21,2656046,2635167,,0,0,MK40,52.1346,-0.4663,50,
2.220.144.0/20,2641510,2635167,,0,0,NP24,51.7180,-3.2406,50,
2.220.160.0/20,2654993,2635167,,0,0,BD4,53.7644,-1.7336,20,
2.220.176.0/21,2648997,2635167,,0,0,W12,51.5043,-0.2211,100,
2.220.184.0/22,2636531,2635167,,0,0,SR5,54.9200,-1.4290,10,
2.220.188.0/22,2646557,2635167,,0,0,RH12,51.0528,-0.3369,50,
2.220.192.0/21,2645972,2635167,,0,0,NE32,54.9874,-1.4833,10,
2.220.200.0/21,2648997,2635167,,0,0,SW6,51.4770,-0.1959,20,
2.220.208.0/22,2656046,2635167,,0,0,MK41,52.1633,-0.4087,20,
2.220.212.0/22,2637476,2635167,,0,0,SS7,51.5442,0.5437,10,
2.220.216.0/22,2652890,2635167,,0,0,BD19,53.7263,-1.7065,20,
2.220.220.0/22,2642465,2635167,,0,0,MK14,52.0675,-0.7569,20,
2.220.224.0/22,2634549,2635167,,0,0,HA9,51.5538,-0.3102,10,
2.220.228.0/22,2638785,2635167,,0,0,WA9,53.4325,-2.7542,20,
2.220.232.0/22,2633948,2635167,,0,0,WN5,53.4969,-2.7072,10,
2.220.236.0/22,2648579,2635167,,0,0,G72,55.8036,-4.1294,20,
2.220.240.0/20,2647516,2635167,,0,0,W7,51.5114,-0.3312,20,
2.221.0.0/20,2637490,2635167,,0,0,UB1,51.5040,-0.3609,50,
2.221.16.0/21,2652221,2635167,,0,0,CV6,52.4486,-1.5499,10,
2.221.24.0/22,2654089,2635167,,0,0,CF83,51.5844,-3.2123,50,
2.221.28.0/22,2653947,2635167,,0,0,GU16,51.3035,-0.7199,10,
2.221.32.0/21,2637627,2635167,,0,0,SL3,51.4770,-0.5230,50,
2.221.40.0/22,2633352,2635167,,0,0,YO1,53.9573,-1.0837,20,
2.221.44.0/22,2650228,2635167,,0,0,HA8,51.6112,-0.2937,10,
2.221.48.0/21,2644688,2635167,,0,0,LS8,53.8258,-1.5205,20,
2.221.56.0/22,2642414,2635167,,0,0,CR4,51.4017,-0.1624,10,
2.221.60.0/22,2644688,2635167,,0,0,LS17,53.9169,-1.5735,20,
2.221.64.0/21,2642414,2635167,,0,0,CR4,51.4017,-0.1624,50,
2.221.72.0/21,2644688,2635167,,0,0,LS8,53.8258,-1.5205,20,
2.221.80.0/22,2655603,2635167,,0,0,B27,52.4468,-1.8302,10,
2.221.84.0/22,2647937,2635167,,0,0,SE28,51.4995,0.1082,10,
2.221.88.0/22,2634812,2635167,,0,0,SW18,51.4626,-0.2059,10,
2.221.92.0/22,2644688,2635167,,0,0,LS7,53.8318,-1.5358,20,
2.221.96.0/21,2644688,2635167,,0,0,LS17,53.9169,-1.5735,20,
2.221.104.0/21,2647937,2635167,,0,0,SE18,51.4970,0.0685,20,
2.221.112.0/22,2633948,2635167,,0,0,WN6,53.5673,-2.6762,10,
2.221.116.0/22,2635785,2635167,,0,0,DY4,52.5279,-2.0705,5,
2.221.120.0/21,2640194,2635167,,0,0,PL2,50.3680,-4.1329,50,
2.221.128.0/22,2644688,2635167,,0,0,LS7,53.8318,-1.5358,20,
2.221.132.0/22,2644556,2635167,,0,0,SE23,51.4504,-0.0367,10,
2.221.136.0/21,2647937,2635167,,0,0,SE28,51.4995,0.1082,50,
2.221.144.0/21,2652053,2635167,,0,0,RH10,51.1189,-0.0818,20,
2.221.152.0/21,2633948,2635167,,0,0,WN1,53.5332,-2.6117,20,
2.221.160.0/21,2655262,2635167,,0,0,PO21,50.7793,-0.6821,200,
2.221.168.0/22,6692921,2635167,,0,0,E11,51.5689,0.0080,5,
2.221.172.0/22,2644688,2635167,,0,0,LS7,53.8318,-1.5358,20,
2.221.176.0/21,2655603,2635167,,0,0,B21,52.5062,-1.9425,100,
2.221.184.0/22,2633948,2635167,,0,0,WN1,53.5332,-2.6117,5,
2.221.188.0/22,2646914,2635167,,0,0,HP11,51.6247,-0.7447,10,
2.221.192.0/22,2648657,2635167,,0,0,ME8,51.3639,0.6140,50,
2.221.196.0/22,2644688,2635167,,0,0,LS8,53.8258,-1.5205,20,
2.221.200.0/22,2637627,2635167,,0,0,SL1,51.5177,-0.6215,10,
2.221.204.0/22,2654993,2635167,,0,0,BD3,53.7981,-1.7623,20,
2.221.208.0/21,2644688,2635167,,0,0,LS9,53.7999,-1.5125,20,
2.221.216.0/22,2635963,2635167,,0,0,CR7,51.3904,-0.0992,10,
2.221.220.0/22,2639583,2635167,,0,0,SS6,51.5876,0.6048,20,
2.221.224.0/22,2641843,2635167,,0,0,SA10,51.6487,-3.8442,50,
2.221.228.0/22,2634812,2635167,,0,0,SW18,51.4626,-0.2059,10,
2.221.232.0/21,2653305,2635167,,0,0,ME5,51.3795,0.5558,200,
2.221.240.0/21,2652221,2635167,,0,0,CV6,52.4486,-1.5499,50,
2.221.248.0/22,2648657,2635167,,0,0,ME8,51.3639,0.6140,50,
2.221.252.0/22,2640358,2635167,,0,0,PH2,56.4318,-3.2345,50,
2.222.0.0/20,2653305,2635167,,0,0,ME5,51.3795,0.5558,200,
2.222.16.0/22,2644688,2635167,,0,0,LS7,53.8318,-1.5358,20,
2.222.20.0/22,2633948,2635167,,0,0,WN2,53.5690,-2.5966,20,
2.222.24.0/21,2644487,2635167,,0,0,LN6,53.1917,-0.6731,100,
2.222.32.0/20,2638853,2635167,,0,0,PL25,50.3345,-4.7636,200,
2.222.48.0/21,2648997,2635167,,0,0,SW6,51.4770,-0.1959,100,
2.222.56.0/22,2634873,2635167,,0,0,CH45,53.4219,-3.0546,20,
2.222.60.0/22,2655095,2635167,,0,0,BH11,50.7654,-1.9063,50,
2.222.64.0/20,2655942,2635167,,0,0,DE56,53.0264,-1.4894,100,
2.222.80.0/22,2646914,2635167,,0,0,HP11,51.6247,-0.7447,10,
2.222.84.0/22,2653305,2635167,,0,0,ME5,51.3795,0.5558,50,
2.222.88.0/22,2651347,2635167,,0,0,DE21,52.9887,-1.4407,20,
2.222.92.0/22,2654675,2635167,,0,0,BS11,51.5123,-2.6991,50,
2.222.96.0/22,2641170,2635167,,0,0,NG9,52.9036,-1.2650,20,
2.222.100.0/22,2653305,2635167,,0,0,ME5,51.3795,0.5558,50,
2.222.104.0/22,2654200,2635167,,0,0,DE13,52.8039,-1.6939,20,
2.222.108.0/22,2648579,2635167,,0,0,G42,55.8306,-4.2593,20,
2.222.112.0/21,2655707,2635167,,0,0,EX39,51.0178,-4.2032,100,
2.222.120.0/22,2644210,2635167,,0,0,L32,53.4901,-2.8945,10,
2.222.124.0/22,2653877,2635167,,0,0,CT1,51.2790,1.0763,20,
2.222.128.0/20,2633948,2635167,,0,0,WN2,53.5690,-2.5966,20,
2.222.144.0/22,2653261,2635167,,0,0,GL52,51.9037,-2.0848,20,
2.222.148.0/22,2648773,2635167,,0,0,NE10,54.9536,-1.5743,10,
2.222.152.0/21,2644210,2635167,,0,0,L11,53.4516,-2.9147,100,
2.222.160.0/22,2646914,2635167,,0,0,HP13,51.6258,-0.7478,10,
2.222.164.0/22,2633352,2635167,,0,0,YO1,53.9573,-1.0837,20,
2.222.168.0/21,2633352,2635167,,0,0,YO1,53.9573,-1.0837,50,
2.222.176.0/21,2655603,2635167,,0,0,B37,52.4691,-1.7429,100,
2.222.184.0/21,2647425,2635167,,0,0,HA3,51.6141,-0.3362,20,
2.222.192.0/20,2643123,2635167,,0,0,M27,53.5123,-2.3143,100,
2.222.208.0/22,2648579,2635167,,0,0,G32,55.8473,-4.1825,10,
2.222.212.0/22,2646517,2635167,,0,0,TW3,51.4674,-0.3556,10,
2.222.216.0/22,2636071,2635167,,0,0,GL20,51.9960,-2.1583,20,
2.222.220.0/22,2636531,2635167,,0,0,SR5,54.9200,-1.4290,10,
2.222.224.0/20,2655097,2635167,,0,0,SL8,51.5744,-0.7137,100,
2.222.240.0/21,2651347,2635167,,0,0,DE22,52.9453,-1.4953,100,
2.222.248.0/21,2639577,2635167,,0,0,RG1,51.4566,-0.9680,20,
2.223.0.0/21,2646914,2635167,,0,0,HP13,51.6258,-0.7478,10,
2.223.8.0/22,2644210,2635167,,0,0,L10,53.4770,-2.9461,10,
2.223.12.0/22,2640354,2635167,,0,0,PE2,52.5525,-0.2349,100,
2.223.16.0/20,2651347,2635167,,0,0,DE23,52.8794,-1.4819,50,
2.223.32.0/20,2643071,2635167,,0,0,PE15,52.5505,0.0820,100,
2.223.48.0/20,2633866,2635167,,0,0,SW19,51.4223,-0.1984,100,
2.223.64.0/20,2651347,2635167,,0,0,DE24,52.8901,-1.4522,50,
2.223.80.0/21,2655613,2635167,,0,0,CH42,53.3934,-3.0081,100,
2.223.88.0/21,2639577,2635167,,0,0,RG5,51.4492,-0.8798,10,
2.223.96.0/21,2651347,2635167,,0,0,DE23,52.8794,-1.4819,20,
2.223.104.0/21,2641170,2635167,,0,0,NG5,52.9994,-1.1318,20,
2.223.112.0/21,2639577,2635167,,0,0,RG1,51.4566,-0.9680,20,
2.223.120.0/21,2634812,2635167,,0,0,SW15,51.4537,-0.2320,100,
2.223.128.0/21,2648579,2635167,,0,0,G11,55.8670,-4.3056,20,
2.223.136.0/21,2653261,2635167,,0,0,GL52,51.9037,-2.0848,20,
2.223.144.0/22,2651347,2635167,,0,0,DE23,52.8794,-1.4819,20,
2.223.148.0/22,2653224,2635167,,0,0,DH2,54.8279,-1.6136,10,
2.223.152.0/22,2656192,2635167,,0,0,RG21,51.2604,-1.0825,20,
2.223.156.0/22,2643123,2635167,,0,0,M27,53.5123,-2.3143,20,
2.223.160.0/22,2652221,2635167,,0,0,CV6,52.4486,-1.5499,5,
2.223.164.0/22,2644210,2635167,,0,0,L71,53.4096,-2.9792,20,
2.223.168.0/22,2644210,2635167,,0,0,L4,53.4367,-2.9652,10,
2.223.172.0/22,2636389,2635167,,0,0,SN5,51.5809,-1.8718,20,
2.223.176.0/21,2639524,2635167,,0,0,TR15,50.2389,-5.2295,100,
2.223.184.0/21,2650732,2635167,,0,0,KY12,56.0648,-3.4489,20,
2.223.192.0/22,2638785,2635167,,0,0,WA10,53.4486,-2.7328,20,
2.223.196.0/22,2651347,2635167,,0,0,DE24,52.8901,-1.4522,20,
2.223.200.0/21,6545250,2635167,,0,0,SW2,51.4667,-0.1118,10,
2.223.208.0/21,2653261,2635167,,0,0,GL50,51.9037,-2.0848,100,
2.223.216.0/22,2638785,2635167,,0,0,WA9,53.4325,-2.7542,20,
2.223.220.0/22,2633708,2635167,,0,0,RG40,51.4198,-0.8366,20,
2.223.224.0/20,2634549,2635167,,0,0,HA9,51.5538,-0.3102,200,
2.223.240.0/22,2638785,2635167,,0,0,WA9,53.4325,-2.7542,20,
2.223.244.0/22,2634549,2635167,,0,0,HA9,51.5538,-0.3102,5,
2.223.248.0/21,2639577,2635167,,0,0,RG5,51.4492,-0.8798,10,
2.224.0.0/20,3173331,3175395,,0,0,41126,44.6534,10.9231,200,
2.224.16.0/20,3175395,3175395,,0,0,,43.1479,12.1097,200,
2.224.32.0/19,3175395,3175395,,0,0,,43.1479,12.1097,200,
2.224.64.0/18,3175395,3175395,,0,0,,43.1479,12.1097,200,
2.224.128.0/20,3164527,3175395,,0,0,37122,45.4317,10.9859,100,
2.224.144.0/24,3171457,3175395,,0,0,43121,44.7991,10.3234,5,
2.224.145.0/24,3164603,3175395,,0,0,30173,45.4937,12.2450,10,
2.224.146.0/23,3181928,3175395,,0,0,40138,44.4847,11.3280,5,
2.224.148.0/22,3171457,3175395,,0,0,43121,44.7991,10.3234,100,
2.224.152.0/21,3171457,3175395,,0,0,43121,44.7991,10.3234,100,
2.224.160.0/21,3171457,3175395,,0,0,43125,44.7991,10.3234,10,
2.224.168.0/22,3176746,3175395,,0,0,47121,44.2251,12.0470,50,
2.224.172.0/23,3176746,3175395,,0,0,47121,44.2251,12.0470,50,
2.224.174.0/24,3176746,3175395,,0,0,47121,44.2251,12.0470,50,
2.224.175.0/27,3176746,3175395,,0,0,47121,44.2251,12.0470,50,
2.224.175.32/30,3176746,3175395,,0,0,47121,44.2251,12.0470,50,
2.224.175.36/31,3176746,3175395,,0,0,47121,44.2251,12.0470,50,
2.224.175.38/32,3176746,3175395,,0,0,47121,44.2251,12.0470,50,
2.224.175.39/32,3169361,3175395,,0,0,47921,44.0545,12.5686,20,
2.224.175.40/29,3176746,3175395,,0,0,47121,44.2251,12.0470,50,
2.224.175.48/28,3176746,3175395,,0,0,47121,44.2251,12.0470,50,
2.224.175.64/26,3176746,3175395,,0,0,47121,44.2251,12.0470,50,
2.224.175.128/25,3176746,3175395,,0,0,47121,44.2251,12.0470,50,
2.224.176.0/20,3171457,3175395,,0,0,43121,44.7991,10.3234,200,
2.224.192.0/19,3173331,3175395,,0,0,41121,44.6534,10.9231,100,
2.224.224.0/20,3173331,3175395,,0,0,41121,44.6534,10.9231,100,
2.224.240.0/20,3173331,3175395,,0,0,41121,44.6534,10.9231,50,
2.225.0.0/20,3176219,3175395,,0,0,16129,44.4071,8.9500,5,
2.225.16.0/20,3176219,3175395,,0,0,16129,44.4071,8.9500,10,
2.225.32.0/19,3176219,3175395,,0,0,16129,44.4071,8.9500,10,
2.225.64.0/20,3173435,3175395,,0,0,20158,45.4722,9.1922,100,
2.225.80.0/20,3173435,3175395,,0,0,20158,45.4722,9.1922,10,
2.225.96.0/19,3173435,3175395,,0,0,20158,45.4722,9.1922,100,
2.225.128.0/17,3173435,3175395,,0,0,20158,45.4722,9.1922,100,
2.226.0.0/17,3175395,3175395,,0,0,,43.1479,12.1097,500,
2.226.128.0/22,3172394,3175395,,0,0,80126,40.8449,14.2716,100,
2.226.132.0/23,3172394,3175395,,0,0,80126,40.8449,14.2716,100,
2.226.134.0/24,3172394,3175395,,0,0,80126,40.8449,14.2716,5,
2.226.135.0/24,3182351,3175395,,0,0,70123,41.1122,16.8547,5,
2.226.136.0/21,3172394,3175395,,0,0,80126,40.8449,14.2716,100,
2.226.144.0/20,3181528,3175395,,0,0,72100,40.6270,17.9372,50,
2.226.160.0/20,3182340,3175395,,0,0,76121,41.3126,16.2838,20,
2.226.176.0/21,2525789,3175395,,0,0,95025,37.6047,15.1207,5,
2.226.184.0/21,2525789,3175395,,0,0,95025,37.6047,15.1207,100,
2.226.192.0/21,2523920,3175395,,0,0,90145,38.1302,13.3290,20,
2.226.200.0/23,3183089,3175395,,0,0,60131,43.5939,13.5086,10,
2.226.202.0/23,3183522,3175395,,0,0,61041,43.6250,12.6739,50,
2.226.204.0/22,3183089,3175395,,0,0,60122,43.5939,13.5086,20,
2.226.208.0/20,2525068,3175395,,0,0,95123,37.4925,15.0701,50,
2.226.224.0/20,3172394,3175395,,0,0,80138,40.8449,14.2716,5,
2.226.240.0/20,3172394,3175395,,0,0,80138,40.8449,14.2716,200,
2.227.0.0/19,3169070,3175395,,0,0,00154,41.8905,12.5127,10,
2.227.32.0/20,3169070,3175395,,0,0,00154,41.8905,12.5127,5,
2.227.48.0/20,3169070,3175395,,0,0,00154,41.8905,12.5127,10,
2.227.64.0/20,3169070,3175395,,0,0,00149,41.8905,12.5127,20,
2.227.80.0/20,3169070,3175395,,0,0,00142,41.8905,12.5127,50,
2.227.96.0/19,3169070,3175395,,0,0,00142,41.8905,12.5127,20,
2.227.128.0/19,3169070,3175395,,0,0,00167,41.8905,12.5127,10,
2.227.160.0/19,3169070,3175395,,0,0,00132,41.8905,12.5127,5,
2.227.192.0/20,3169070,3175395,,0,0,00137,41.8905,12.5127,5,
2.227.208.0/21,3176959,3175395,,0,0,50127,43.7825,11.2516,10,
2.227.216.0/21,3169070,3175395,,0,0,00149,41.8905,12.5127,5,
2.227.224.0/20,3171168,3175395,,0,0,65125,42.4618,14.2052,100,
2.227.240.0/20,3169070,3175395,,0,0,00153,41.8905,12.5127,20,
2.228.0.0/22,3175395,3175395,,0,0,,43.1479,12.1097,500,
2.228.4.0/23,3175395,3175395,,0,0,,43.1479,12.1097,500,
2.228.6.0/27,3175395,3175395,,0,0,,43.1479,12.1097,500,
2.228.6.32/28,3175395,3175395,,0,0,,43.1479,12.1097,500,
2.228.6.48/30,3173435,3175395,,0,0,20145,45.4722,9.1922,20,
2.228.6.52/30,3175395,3175395,,0,0,,43.1479,12.1097,500,
2.228.6.56/29,3175395,3175395,,0,0,,43.1479,12.1097,500,
2.228.6.64/26,3175395,3175395,,0,0,,43.1479,12.1097,500,
2.228.6.128/25,3175395,3175395,,0,0,,43.1479,12.1097,500,
2.228.7.0/24,3175395,3175395,,0,0,,43.1479,12.1097,500,
2.228.8.0/21,3175395,3175395,,0,0,,43.1479,12.1097,500,
2.228.16.0/20,3169070,3175395,,0,0,00131,41.8905,12.5127,200,
2.228.32.0/20,3173435,3175395,,0,0,20131,45.4722,9.1922,200,
2.228.48.0/25,3181928,3175395,,0,0,40138,44.4847,11.3280,200,
2.228.48.128/26,3181928,3175395,,0,0,40138,44.4847,11.3280,200,
2.228.48.192/30,3181928,3175395,,0,0,40138,44.4847,11.3280,200,
2.228.48.196/30,3173435,3175395,,0,0,20145,45.4722,9.1922,20,
2.228.48.200/29,3181928,3175395,,0,0,40138,44.4847,11.3280,200,
2.228.48.208/28,3181928,3175395,,0,0,40138,44.4847,11.3280,200,
2.228.48.224/27,3181928,3175395,,0,0,40138,44.4847,11.3280,200,
2.228.49.0/24,3181928,3175395,,0,0,40138,44.4847,11.3280,200,
2.228.50.0/26,3181928,3175395,,0,0,40138,44.4847,11.3280,200,
2.228.50.64/27,3181928,3175395,,0,0,40138,44.4847,11.3280,200,
2.228.50.96/30,3181928,3175395,,0,0,40138,44.4847,11.3280,200,
2.228.50.100/30,3176219,3175395,,0,0,16165,44.4071,8.9500,20,
2.228.50.104/29,3181928,3175395,,0,0,40138,44.4847,11.3280,200,
2.228.50.112/28,3181928,3175395,,0,0,40138,44.4847,11.3280,200,
2.228.50.128/25,3181928,3175395,,0,0,40138,44.4847,11.3280,200,
2.228.51.0/24,3181928,3175395,,0,0,40138,44.4847,11.3280,200,
2.228.52.0/24,3181928,3175395,,0,0,40138,44.4847,11.3280,200,
2.228.53.0/28,3181928,3175395,,0,0,40138,44.4847,11.3280,200,
2.228.53.16/30,3174051,3175395,,0,0,46100,45.1596,10.7977,20,
2.228.53.20/30,3181928,3175395,,0,0,40138,44.4847,11.3280,200,
2.228.53.24/29,3181928,3175395,,0,0,40138,44.4847,11.3280,200,
2.228.53.32/27,3181928,3175395,,0,0,40138,44.4847,11.3280,200,
2.228.53.64/26,3181928,3175395,,0,0,40138,44.4847,11.3280,200,
2.228.53.128/25,3181928,3175395,,0,0,40138,44.4847,11.3280,200,
2.228.54.0/23,3181928,3175395,,0,0,40138,44.4847,11.3280,200,
2.228.56.0/22,3181928,3175395,,0,0,40138,44.4847,11.3280,200,
2.228.60.0/25,3181928,3175395,,0,0,40138,44.4847,11.3280,200,
2.228.60.128/27,3181928,3175395,,0,0,40138,44.4847,11.3280,200,
2.228.60.160/28,3181928,3175395,,0,0,40138,44.4847,11.3280,200,
2.228.60.176/30,3181928,3175395,,0,0,40138,44.4847,11.3280,200,
2.228.60.180/30,3181928,3175395,,0,0,40100,44.4847,11.3280,20,
2.228.60.184/29,3181928,3175395,,0,0,40138,44.4847,11.3280,200,
2.228.60.192/26,3181928,3175395,,0,0,40138,44.4847,11.3280,200,
2.228.61.0/24,3181928,3175395,,0,0,40138,44.4847,11.3280,200,
2.228.62.0/23,3181928,3175395,,0,0,40138,44.4847,11.3280,200,
2.228.64.0/20,3173435,3175395,,0,0,20131,45.4722,9.1922,200,
2.228.80.0/20,3178855,3175395,,0,0,60033,43.6032,13.3201,200,
2.228.96.0/24,3173435,3175395,,0,0,20123,45.4722,9.1922,200,
2.228.97.0/25,3173435,3175395,,0,0,20123,45.4722,9.1922,200,
2.228.97.128/26,3173435,3175395,,0,0,20123,45.4722,9.1922,200,
2.228.97.192/28,3173435,3175395,,0,0,20123,45.4722,9.1922,200,
2.228.97.208/30,3171728,3175395,,0,0,35121,45.4130,11.8806,20,
2.228.97.212/30,3173435,3175395,,0,0,20123,45.4722,9.1922,200,
2.228.97.216/29,3173435,3175395,,0,0,20123,45.4722,9.1922,200,
2.228.97.224/27,3173435,3175395,,0,0,20123,45.4722,9.1922,200,
2.228.98.0/24,3173435,3175395,,0,0,20123,45.4722,9.1922,200,
2.228.99.0/27,3173435,3175395,,0,0,20123,45.4722,9.1922,200,
2.228.99.32/28,3173435,3175395,,0,0,20123,45.4722,9.1922,200,
2.228.99.48/29,3173435,3175395,,0,0,20123,45.4722,9.1922,200,
2.228.99.56/30,3165524,3175395,,0,0,10121,45.0729,7.6890,20,
2.228.99.60/30,3173435,3175395,,0,0,20123,45.4722,9.1922,200,
2.228.99.64/26,3173435,3175395,,0,0,20123,45.4722,9.1922,200,
2.228.99.128/25,3173435,3175395,,0,0,20123,45.4722,9.1922,200,
2.228.100.0/22,3173435,3175395,,0,0,20123,45.4722,9.1922,200,
2.228.104.0/21,3173435,3175395,,0,0,20123,45.4722,9.1922,200,
2.228.112.0/20,3176746,3175395,,0,0,47122,44.2251,12.0470,200,
2.228.128.0/20,6535292,3175395,,0,0,81030,40.9681,14.2504,200,
2.228.144.0/24,3173435,3175395,,0,0,20128,45.4722,9.1922,200,
2.228.145.0/27,3173435,3175395,,0,0,20128,45.4722,9.1922,200,
2.228.145.32/28,3173671,3175395,,0,0,20821,45.6634,9.1521,20,
2.228.145.48/28,3173435,3175395,,0,0,20128,45.4722,9.1922,200,
2.228.145.64/26,3173435,3175395,,0,0,20128,45.4722,9.1922,200,
2.228.145.128/25,3173435,3175395,,0,0,20128,45.4722,9.1922,200,
2.228.146.0/23,3173435,3175395,,0,0,20128,45.4722,9.1922,200,
2.228.148.0/22,3173435,3175395,,0,0,20128,45.4722,9.1922,200,
2.228.152.0/21,3173435,3175395,,0,0,20128,45.4722,9.1922,200,
2.228.160.0/20,3173435,3175395,,0,0,20139,45.4722,9.1922,200,
2.228.176.0/20,3173435,3175395,,0,0,20128,45.4722,9.1922,200,
2.228.192.0/19,3169070,3175395,,0,0,00193,41.8905,12.5127,200,
2.228.224.0/20,6534264,3175395,,0,0,81030,40.9664,14.2766,200,
2.228.240.0/21,3169070,3175395,,0,0,00193,41.8905,12.5127,200,
2.228.248.0/23,3169070,3175395,,0,0,00193,41.8905,12.5127,200,
2.228.250.0/24,3169070,3175395,,0,0,00193,41.8905,12.5127,200,
2.228.251.0/27,3169070,3175395,,0,0,00193,41.8905,12.5127,200,
2.228.251.32/29,3169070,3175395,,0,0,00193,41.8905,12.5127,200,
2.228.251.40/30,3169070,3175395,,0,0,00193,41.8905,12.5127,200,
2.228.251.44/30,3173435,3175395,,0,0,20145,45.4722,9.1922,20,
2.228.251.48/28,3169070,3175395,,0,0,00193,41.8905,12.5127,200,
2.228.251.64/26,3169070,3175395,,0,0,00193,41.8905,12.5127,200,
2.228.251.128/25,3169070,3175395,,0,0,00193,41.8905,12.5127,200,
2.228.252.0/22,3169070,3175395,,0,0,00193,41.8905,12.5127,200,
2.229.0.0/20,3173435,3175395,,0,0,20161,45.4722,9.1922,100,
2.229.16.0/20,3173435,3175395,,0,0,20135,45.4722,9.1922,50,
2.229.32.0/23,3173435,3175395,,0,0,20121,45.4722,9.1922,50,
2.229.34.0/25,3173435,3175395,,0,0,20121,45.4722,9.1922,50,
2.229.34.128/26,3173435,3175395,,0,0,20121,45.4722,9.1922,50,
2.229.34.192/27,3173435,3175395,,0,0,20121,45.4722,9.1922,50,
2.229.34.224/28,3173435,3175395,,0,0,20121,45.4722,9.1922,50,
2.229.34.240/30,3173435,3175395,,0,0,20121,45.4722,9.1922,50,
2.229.34.244/32,3173435,3175395,,0,0,20123,45.4722,9.1922,20,
