network,autonomous_system_number,autonomous_system_organization
1.39.72.0/24,38266,"Vodafone Idea Ltd"
1.39.75.0/24,38266,"Vodafone Idea Ltd"
1.39.76.0/22,38266,"Vodafone Idea Ltd"
1.39.80.0/21,38266,"Vodafone Idea Ltd"
1.39.88.0/22,38266,"Vodafone Idea Ltd"
1.39.96.0/19,38266,"Vodafone Idea Ltd"
1.39.128.0/20,38266,"Vodafone Idea Ltd"
1.39.152.0/21,38266,"Vodafone Idea Ltd"
1.39.160.0/22,38266,"Vodafone Idea Ltd"
1.39.168.0/21,38266,"Vodafone Idea Ltd"
1.39.176.0/22,38266,"Vodafone Idea Ltd"
1.39.180.0/23,38266,"Vodafone Idea Ltd"
1.39.182.0/24,38266,"Vodafone Idea Ltd"
1.39.192.0/20,38266,"Vodafone Idea Ltd"
1.39.208.0/21,38266,"Vodafone Idea Ltd"
1.39.216.0/22,38266,"Vodafone Idea Ltd"
1.39.220.0/24,38266,"Vodafone Idea Ltd"
1.39.222.0/23,38266,"Vodafone Idea Ltd"
1.39.224.0/19,38266,"Vodafone Idea Ltd"
1.40.0.0/14,4804,"Microplex PTY LTD"
1.44.0.0/21,4804,"Microplex PTY LTD"
1.44.8.0/21,7474,"SingTel Optus Pty Ltd"
1.44.16.0/21,7474,"SingTel Optus Pty Ltd"
1.44.24.0/21,4804,"Microplex PTY LTD"
1.44.32.0/20,7474,"SingTel Optus Pty Ltd"
1.44.48.0/21,4804,"Microplex PTY LTD"
1.44.56.0/21,7474,"SingTel Optus Pty Ltd"
1.44.64.0/19,7474,"SingTel Optus Pty Ltd"
1.44.96.0/24,16509,AMAZON-02
1.44.97.0/24,7474,"SingTel Optus Pty Ltd"
1.44.98.0/23,7474,"SingTel Optus Pty Ltd"
1.44.100.0/22,7474,"SingTel Optus Pty Ltd"
1.44.104.0/21,7474,"SingTel Optus Pty Ltd"
1.44.112.0/20,7474,"SingTel Optus Pty Ltd"
1.44.128.0/17,7474,"SingTel Optus Pty Ltd"
1.45.0.0/16,45083,"Beijing haixunda Communication Co., Ltd"
1.46.0.0/15,24378,"Total Access Communication PLC."
1.48.0.0/18,4134,Chinanet
1.48.64.0/18,140647,"CHINATELECOM Guizhou province Shengji 5G network"
1.48.128.0/18,4134,Chinanet
1.48.192.0/19,140647,"CHINATELECOM Guizhou province Shengji 5G network"
1.48.224.0/19,4134,Chinanet
1.49.0.0/18,4134,Chinanet
1.49.64.0/19,4134,Chinanet
1.49.96.0/19,140647,"CHINATELECOM Guizhou province Shengji 5G network"
1.49.128.0/19,4134,Chinanet
1.49.160.0/19,140647,"CHINATELECOM Guizhou province Shengji 5G network"
1.49.192.0/18,4134,Chinanet
1.50.0.0/16,4134,Chinanet
1.51.0.0/16,4538,"China Education and Research Network Center"
1.52.0.0/18,18403,"FPT Telecom Company"
1.52.64.0/19,18403,"FPT Telecom Company"
1.52.96.0/21,18403,"FPT Telecom Company"
1.52.104.0/22,18403,"FPT Telecom Company"
1.52.108.0/23,18403,"FPT Telecom Company"
1.52.110.0/24,18403,"FPT Telecom Company"
1.52.111.0/26,18403,"FPT Telecom Company"
1.52.111.64/30,18403,"FPT Telecom Company"
1.52.111.68/31,18403,"FPT Telecom Company"
1.52.111.71/32,18403,"FPT Telecom Company"
1.52.111.72/29,18403,"FPT Telecom Company"
1.52.111.80/28,18403,"FPT Telecom Company"
1.52.111.96/27,18403,"FPT Telecom Company"
1.52.111.128/25,18403,"FPT Telecom Company"
1.52.112.0/20,18403,"FPT Telecom Company"
1.52.128.0/17,18403,"FPT Telecom Company"
1.53.0.0/16,18403,"FPT Telecom Company"
1.54.0.0/15,18403,"FPT Telecom Company"
1.56.0.0/13,4837,"CHINA UNICOM China169 Backbone"
1.64.0.0/16,4760,"HKT Limited"
1.65.0.0/17,4760,"HKT Limited"
1.65.128.0/19,4760,"HKT Limited"
1.65.160.0/20,4760,"HKT Limited"
1.65.176.0/21,4760,"HKT Limited"
1.65.184.0/22,4760,"HKT Limited"
1.65.188.0/23,4760,"HKT Limited"
1.65.190.0/23,9444,"Hong Kong Telecommunications HKT Limited"
1.65.192.0/18,4760,"HKT Limited"
1.66.20.0/22,9605,"NTT DOCOMO, INC."
1.66.24.0/21,9605,"NTT DOCOMO, INC."
1.66.32.0/19,9605,"NTT DOCOMO, INC."
1.66.68.0/22,9605,"NTT DOCOMO, INC."
1.66.90.0/24,9605,"NTT DOCOMO, INC."
1.66.92.0/24,9605,"NTT DOCOMO, INC."
1.66.96.0/19,9605,"NTT DOCOMO, INC."
1.66.128.0/17,9605,"NTT DOCOMO, INC."
1.67.0.0/17,9605,"NTT DOCOMO, INC."
1.67.128.0/18,9605,"NTT DOCOMO, INC."
1.67.192.0/19,9605,"NTT DOCOMO, INC."
1.67.224.0/21,9605,"NTT DOCOMO, INC."
1.67.232.0/22,9605,"NTT DOCOMO, INC."
1.67.236.0/23,9605,"NTT DOCOMO, INC."
1.67.240.0/20,9605,"NTT DOCOMO, INC."
1.68.0.0/15,4134,Chinanet
1.70.0.0/16,4134,Chinanet
1.71.0.0/20,142404,"China Telecom"
1.71.16.0/20,132147,CT-ShanXi-MAN
1.71.32.0/19,4134,Chinanet
1.71.64.0/20,132147,CT-ShanXi-MAN
1.71.80.0/20,142404,"China Telecom"
1.71.96.0/22,4134,Chinanet
1.71.100.0/23,4134,Chinanet
1.71.102.0/24,4134,Chinanet
1.71.103.0/24,4809,"China Telecom Next Generation Carrier Network"
1.71.104.0/21,4134,Chinanet
1.71.112.0/22,4134,Chinanet
1.71.116.0/23,4134,Chinanet
1.71.118.0/24,4134,Chinanet
1.71.119.0/24,4809,"China Telecom Next Generation Carrier Network"
1.71.120.0/21,4134,Chinanet
1.71.128.0/20,4134,Chinanet
1.71.144.0/20,132147,CT-ShanXi-MAN
1.71.160.0/21,132147,CT-ShanXi-MAN
1.71.168.0/21,4134,Chinanet
1.71.176.0/20,4134,Chinanet
1.71.192.0/18,4134,Chinanet
1.72.0.0/16,9605,"NTT DOCOMO, INC."
1.73.0.0/18,9605,"NTT DOCOMO, INC."
1.73.64.0/21,9605,"NTT DOCOMO, INC."
1.73.72.0/22,9605,"NTT DOCOMO, INC."
1.73.76.0/23,9605,"NTT DOCOMO, INC."
1.73.128.0/18,9605,"NTT DOCOMO, INC."
1.73.192.0/19,9605,"NTT DOCOMO, INC."
1.73.224.0/20,9605,"NTT DOCOMO, INC."
1.73.244.0/23,9605,"NTT DOCOMO, INC."
1.73.248.0/24,9605,"NTT DOCOMO, INC."
1.74.0.0/17,9605,"NTT DOCOMO, INC."
1.74.192.0/23,9605,"NTT DOCOMO, INC."
1.74.196.0/22,9605,"NTT DOCOMO, INC."
1.74.200.0/21,9605,"NTT DOCOMO, INC."
1.74.208.0/20,9605,"NTT DOCOMO, INC."
1.74.240.0/20,9605,"NTT DOCOMO, INC."
1.75.0.0/21,9605,"NTT DOCOMO, INC."
1.75.8.0/22,9605,"NTT DOCOMO, INC."
1.75.12.0/23,9605,"NTT DOCOMO, INC."
1.75.14.0/24,9605,"NTT DOCOMO, INC."
1.75.16.0/20,9605,"NTT DOCOMO, INC."
1.75.64.0/18,9605,"NTT DOCOMO, INC."
1.75.128.0/18,9605,"NTT DOCOMO, INC."
1.75.196.0/22,9605,"NTT DOCOMO, INC."
1.75.202.0/23,9605,"NTT DOCOMO, INC."
1.75.204.0/22,9605,"NTT DOCOMO, INC."
1.75.208.0/20,9605,"NTT DOCOMO, INC."
1.75.224.0/19,9605,"NTT DOCOMO, INC."
1.76.4.0/22,9605,"NTT DOCOMO, INC."
1.76.8.0/21,9605,"NTT DOCOMO, INC."
1.76.16.0/20,9605,"NTT DOCOMO, INC."
1.76.32.0/19,9605,"NTT DOCOMO, INC."
1.76.64.0/21,9605,"NTT DOCOMO, INC."
1.76.72.0/22,9605,"NTT DOCOMO, INC."
1.76.80.0/21,9605,"NTT DOCOMO, INC."
1.76.148.0/22,9605,"NTT DOCOMO, INC."
1.76.152.0/21,9605,"NTT DOCOMO, INC."
1.76.160.0/19,9605,"NTT DOCOMO, INC."
1.76.192.0/19,9605,"NTT DOCOMO, INC."
1.76.224.0/22,9605,"NTT DOCOMO, INC."
1.77.0.0/16,9605,"NTT DOCOMO, INC."
1.78.0.0/18,9605,"NTT DOCOMO, INC."
1.78.64.0/19,9605,"NTT DOCOMO, INC."
1.78.96.0/22,9605,"NTT DOCOMO, INC."
1.78.127.0/24,9605,"NTT DOCOMO, INC."
1.78.128.0/17,9605,"NTT DOCOMO, INC."
1.79.2.0/23,9605,"NTT DOCOMO, INC."
1.79.4.0/24,9605,"NTT DOCOMO, INC."
1.79.6.0/23,9605,"NTT DOCOMO, INC."
1.79.8.0/21,9605,"NTT DOCOMO, INC."
1.79.16.0/20,9605,"NTT DOCOMO, INC."
1.79.32.0/19,9605,"NTT DOCOMO, INC."
1.79.66.0/23,9605,"NTT DOCOMO, INC."
1.79.68.0/22,9605,"NTT DOCOMO, INC."
1.79.72.0/21,9605,"NTT DOCOMO, INC."
1.79.80.0/20,9605,"NTT DOCOMO, INC."
1.79.96.0/19,9605,"NTT DOCOMO, INC."
1.79.128.0/19,9605,"NTT DOCOMO, INC."
1.79.160.0/20,9605,"NTT DOCOMO, INC."
1.79.176.0/21,9605,"NTT DOCOMO, INC."
1.79.216.0/21,9605,"NTT DOCOMO, INC."
1.79.224.0/19,9605,"NTT DOCOMO, INC."
1.80.0.0/16,4134,Chinanet
1.81.0.0/21,134768,"CHINANET SHAANXI province Cloud Base network"
1.81.8.0/21,4134,Chinanet
1.81.16.0/20,4134,Chinanet
1.81.32.0/19,4134,Chinanet
1.81.64.0/20,4134,Chinanet
1.81.80.0/21,4134,Chinanet
1.81.88.0/22,4134,Chinanet
1.81.92.0/23,4809,"China Telecom Next Generation Carrier Network"
1.81.94.0/23,4134,Chinanet
1.81.96.0/19,4134,Chinanet
1.81.128.0/17,4134,Chinanet
1.82.0.0/19,4809,"China Telecom Next Generation Carrier Network"
1.82.32.0/19,4134,Chinanet
1.82.64.0/18,4134,Chinanet
1.82.128.0/18,4134,Chinanet
1.82.192.0/20,4134,Chinanet
1.82.208.0/20,134768,"CHINANET SHAANXI province Cloud Base network"
1.82.224.0/21,4134,Chinanet
1.82.232.0/21,134768,"CHINANET SHAANXI province Cloud Base network"
1.82.240.0/20,134768,"CHINANET SHAANXI province Cloud Base network"
1.83.0.0/16,4134,Chinanet
1.84.0.0/17,4134,Chinanet
1.84.128.0/19,4809,"China Telecom Next Generation Carrier Network"
1.84.160.0/19,4134,Chinanet
1.84.192.0/18,4134,Chinanet
1.85.0.0/16,4134,Chinanet
1.86.0.0/15,4134,Chinanet
1.88.0.0/14,17429,"BEIJING GEHUA CATV NETWORK CO.LTD"
1.92.0.0/16,55990,"Huawei Cloud Service data center"
1.93.0.0/16,4847,"China Networks Inter-Exchange"
1.94.0.0/15,55990,"Huawei Cloud Service data center"
1.96.0.0/12,4766,"Korea Telecom"
1.112.0.0/14,17676,"SoftBank Corp."
1.116.0.0/15,45090,"Shenzhen Tencent Computer Systems Company Limited"
1.118.2.0/24,137753,"Beijing Jingdong Shangke Information Technology Co. Ltd."
1.118.32.0/22,137753,"Beijing Jingdong Shangke Information Technology Co. Ltd."
1.118.36.0/24,137753,"Beijing Jingdong Shangke Information Technology Co. Ltd."
1.119.0.0/17,58851,"Priority of FashionBeijingInformation Technology Co.,Ltd"
1.119.128.0/19,4847,"China Networks Inter-Exchange"
1.119.160.0/20,4847,"China Networks Inter-Exchange"
1.119.176.0/23,4847,"China Networks Inter-Exchange"
1.119.178.0/23,4808,"China Unicom Beijing Province Network"
1.119.180.0/22,4847,"China Networks Inter-Exchange"
1.119.184.0/21,4847,"China Networks Inter-Exchange"
1.119.192.0/21,4808,"China Unicom Beijing Province Network"
1.119.200.0/22,4808,"China Unicom Beijing Province Network"
1.119.204.0/24,59034,"BeiJing Wish Network Technology CO.,LTD."
1.119.205.0/24,58851,"Priority of FashionBeijingInformation Technology Co.,Ltd"
1.119.206.0/23,58851,"Priority of FashionBeijingInformation Technology Co.,Ltd"
1.119.208.0/22,4808,"China Unicom Beijing Province Network"
1.120.0.0/13,1221,"Telstra Limited"
1.128.0.0/11,1221,"Telstra Limited"
1.160.0.0/13,3462,"Data Communication Business Group"
1.168.0.0/14,3462,"Data Communication Business Group"
1.172.0.0/15,3462,"Data Communication Business Group"
1.174.0.0/17,3462,"Data Communication Business Group"
1.174.128.0/18,3462,"Data Communication Business Group"
1.174.192.0/20,3462,"Data Communication Business Group"
1.174.208.0/21,3462,"Data Communication Business Group"
1.174.216.0/22,3462,"Data Communication Business Group"
1.174.220.0/23,3462,"Data Communication Business Group"
1.174.222.0/25,3462,"Data Communication Business Group"
1.174.222.128/26,3462,"Data Communication Business Group"
1.174.222.192/28,3462,"Data Communication Business Group"
1.174.222.208/29,3462,"Data Communication Business Group"
1.174.222.216/30,3462,"Data Communication Business Group"
1.174.222.220/31,3462,"Data Communication Business Group"
1.174.222.222/32,3462,"Data Communication Business Group"
1.174.222.224/27,3462,"Data Communication Business Group"
1.174.223.0/24,3462,"Data Communication Business Group"
1.174.224.0/19,3462,"Data Communication Business Group"
1.175.0.0/16,3462,"Data Communication Business Group"
1.176.0.0/17,9845,"LG HelloVision Corp."
1.176.128.0/17,10066,"LG HelloVision Corp."
1.177.0.0/18,17577,"LG HelloVision Corp."
1.177.64.0/18,9845,"LG HelloVision Corp."
1.177.128.0/20,9697,"LG HelloVision Corp."
1.177.144.0/21,9845,"LG HelloVision Corp."
1.177.152.0/21,9697,"LG HelloVision Corp."
1.177.160.0/19,9697,"LG HelloVision Corp."
1.177.192.0/20,9697,"LG HelloVision Corp."
1.177.208.0/21,9697,"LG HelloVision Corp."
1.177.216.0/22,9697,"LG HelloVision Corp."
1.177.220.0/22,9845,"LG HelloVision Corp."
1.177.224.0/19,9845,"LG HelloVision Corp."
1.178.1.0/24,16509,AMAZON-02
1.178.2.0/23,9723,"iseek Communications Pty Ltd"
1.178.4.0/23,14618,AMAZON-AES
1.178.6.0/24,14618,AMAZON-AES
1.178.7.0/24,16509,AMAZON-02
1.178.8.0/21,16509,AMAZON-02
1.178.16.0/20,16509,AMAZON-02
1.178.32.0/19,136907,"HUAWEI CLOUDS"
1.178.64.0/23,16509,AMAZON-02
1.178.66.0/23,9723,"iseek Communications Pty Ltd"
1.178.68.0/22,16509,AMAZON-02
1.178.80.0/24,9723,"iseek Communications Pty Ltd"
1.178.81.0/24,16509,AMAZON-02
1.178.82.0/23,9723,"iseek Communications Pty Ltd"
1.178.84.0/23,9723,"iseek Communications Pty Ltd"
1.178.86.0/23,16509,AMAZON-02
1.178.88.0/21,16509,AMAZON-02
1.178.96.0/22,9723,"iseek Communications Pty Ltd"
1.178.100.0/22,16509,AMAZON-02
1.178.104.0/21,16509,AMAZON-02
1.178.112.0/20,12975,"Palestine Telecommunications Company (PALTEL)"
1.178.128.0/20,12975,"Palestine Telecommunications Company (PALTEL)"
1.178.144.0/20,16509,AMAZON-02
1.178.160.0/21,16509,AMAZON-02
1.178.168.0/22,16509,AMAZON-02
1.178.172.0/23,16509,AMAZON-02
1.178.174.0/24,16509,AMAZON-02
1.178.175.0/24,9313,"Network Technology AUST PL"
1.178.176.0/22,9723,"iseek Communications Pty Ltd"
1.178.180.0/22,16509,AMAZON-02
1.178.184.0/21,16509,AMAZON-02
1.178.192.0/23,7224,AMAZON-AS
1.178.194.0/23,16509,AMAZON-02
1.178.196.0/22,16509,AMAZON-02
1.178.200.0/21,16509,AMAZON-02
1.178.208.0/20,12975,"Palestine Telecommunications Company (PALTEL)"
1.178.224.0/19,12479,"Orange Espagne SA"
1.179.0.0/23,9723,"iseek Communications Pty Ltd"
1.179.2.0/23,16509,AMAZON-02
1.179.4.0/22,9723,"iseek Communications Pty Ltd"
1.179.8.0/22,9723,"iseek Communications Pty Ltd"
1.179.12.0/23,9723,"iseek Communications Pty Ltd"
1.179.14.0/23,16509,AMAZON-02
1.179.16.0/21,9723,"iseek Communications Pty Ltd"
1.179.24.0/21,16509,AMAZON-02
1.179.32.0/21,16509,AMAZON-02
1.179.40.0/21,12975,"Palestine Telecommunications Company (PALTEL)"
1.179.48.0/22,9723,"iseek Communications Pty Ltd"
1.179.52.0/22,16509,AMAZON-02
1.179.56.0/22,16509,AMAZON-02
1.179.60.0/23,16509,AMAZON-02
1.179.62.0/23,9313,"Network Technology AUST PL"
1.179.64.0/21,16509,AMAZON-02
1.179.72.0/21,12975,"Palestine Telecommunications Company (PALTEL)"
1.179.80.0/21,16509,AMAZON-02
1.179.88.0/21,12975,"Palestine Telecommunications Company (PALTEL)"
1.179.96.0/22,9723,"iseek Communications Pty Ltd"
1.179.100.0/22,16509,AMAZON-02
1.179.104.0/21,16509,AMAZON-02
1.179.112.0/21,396982,GOOGLE-CLOUD-PLATFORM
1.179.120.0/21,200484,"Sendinblue SAS"
1.179.128.0/19,131293,"TOT Public Company Limited"
1.179.160.0/24,131293,"TOT Public Company Limited"
1.179.161.0/24,45806,"Siam Commercial Bank"
1.179.162.0/23,131293,"TOT Public Company Limited"
1.179.164.0/22,131293,"TOT Public Company Limited"
1.179.168.0/21,131293,"TOT Public Company Limited"
1.179.176.0/20,131293,"TOT Public Company Limited"
1.179.192.0/20,131293,"TOT Public Company Limited"
1.179.208.0/23,131293,"TOT Public Company Limited"
1.179.210.0/24,131293,"TOT Public Company Limited"
1.179.211.0/24,45806,"Siam Commercial Bank"
1.179.212.0/22,131293,"TOT Public Company Limited"
1.179.216.0/22,131293,"TOT Public Company Limited"
1.179.220.0/23,131293,"TOT Public Company Limited"
1.179.222.0/24,131293,"TOT Public Company Limited"
1.179.223.0/24,45806,"Siam Commercial Bank"
1.179.224.0/23,131293,"TOT Public Company Limited"
1.179.226.0/24,131293,"TOT Public Company Limited"
1.179.227.0/24,147027,"Royal Thai Armed Force Headquarters"
1.179.228.0/22,131293,"TOT Public Company Limited"
1.179.232.0/21,23969,"TOT Public Company Limited"
1.179.240.0/22,23969,"TOT Public Company Limited"
1.179.244.0/23,23969,"TOT Public Company Limited"
1.179.246.0/23,134166,"Internet Data Center Service"
1.179.248.0/21,23969,"TOT Public Company Limited"
1.180.0.0/15,4134,Chinanet
1.182.0.0/16,4134,Chinanet
1.183.0.0/17,4134,Chinanet
1.183.128.0/18,4134,Chinanet
1.183.192.0/20,4134,Chinanet
1.183.208.0/20,141006,"China Telecom"
1.183.224.0/19,4134,Chinanet
1.184.0.0/15,4538,"China Education and Research Network Center"
1.186.0.0/16,8075,MICROSOFT-CORP-MSN-AS-BLOCK
1.187.144.0/20,45271,"Vodafone Idea Ltd"
1.187.180.0/22,45271,"Vodafone Idea Ltd"
1.187.184.0/21,45271,"Vodafone Idea Ltd"
1.187.212.0/22,45271,"Vodafone Idea Ltd"
1.187.216.0/21,45271,"Vodafone Idea Ltd"
1.187.224.0/20,45271,"Vodafone Idea Ltd"
1.188.0.0/14,4837,"CHINA UNICOM China169 Backbone"
1.192.0.0/16,4134,Chinanet
1.193.0.0/17,4134,Chinanet
1.193.128.0/20,4134,Chinanet
1.193.144.0/23,4134,Chinanet
1.193.146.0/23,139018,"Henan Luoyang IDC"
1.193.148.0/22,4134,Chinanet
1.193.152.0/21,4134,Chinanet
1.193.160.0/20,4134,Chinanet
1.193.176.0/21,4134,Chinanet
1.193.184.0/22,4134,Chinanet
1.193.188.0/24,139587,"China Telecom Henan Zhengzhou Shujugang IDC network"
1.193.189.0/24,4134,Chinanet
1.193.190.0/23,4134,Chinanet
1.193.192.0/20,4134,Chinanet
1.193.208.0/22,139018,"Henan Luoyang IDC"
1.193.212.0/24,139587,"China Telecom Henan Zhengzhou Shujugang IDC network"
1.193.213.0/24,139018,"Henan Luoyang IDC"
1.193.214.0/23,139018,"Henan Luoyang IDC"
1.193.216.0/23,139018,"Henan Luoyang IDC"
1.193.218.0/24,139018,"Henan Luoyang IDC"
1.193.219.0/24,139587,"China Telecom Henan Zhengzhou Shujugang IDC network"
1.193.220.0/22,139018,"Henan Luoyang IDC"
1.193.224.0/19,4134,Chinanet
1.194.0.0/20,4134,Chinanet
1.194.16.0/21,4134,Chinanet
1.194.24.0/21,139587,"China Telecom Henan Zhengzhou Shujugang IDC network"
1.194.32.0/19,4134,Chinanet
1.194.64.0/19,4134,Chinanet
1.194.96.0/20,4134,Chinanet
1.194.112.0/23,4134,Chinanet
1.194.114.0/23,139587,"China Telecom Henan Zhengzhou Shujugang IDC network"
1.194.116.0/22,4134,Chinanet
1.194.120.0/21,4134,Chinanet
1.194.128.0/19,4134,Chinanet
1.194.160.0/20,139587,"China Telecom Henan Zhengzhou Shujugang IDC network"
1.194.176.0/20,4134,Chinanet
1.194.192.0/20,139587,"China Telecom Henan Zhengzhou Shujugang IDC network"
1.194.208.0/22,139587,"China Telecom Henan Zhengzhou Shujugang IDC network"
1.194.212.0/22,4134,Chinanet
1.194.216.0/21,139587,"China Telecom Henan Zhengzhou Shujugang IDC network"
1.194.224.0/19,4134,Chinanet
1.195.0.0/16,4134,Chinanet
1.196.0.0/15,4134,Chinanet
1.198.0.0/16,4134,Chinanet
1.199.0.0/17,4134,Chinanet
1.199.128.0/18,4134,Chinanet
1.199.192.0/19,4134,Chinanet
1.199.224.0/20,4134,Chinanet
1.199.240.0/21,4134,Chinanet
1.199.248.0/23,4134,Chinanet
1.199.250.0/24,139018,"Henan Luoyang IDC"
1.199.251.0/24,4134,Chinanet
1.199.252.0/22,4134,Chinanet
1.201.0.0/24,38099,"Kakao Corp"
1.201.1.0/24,9286,KINX
1.201.2.0/23,9286,KINX
1.201.4.0/22,9286,KINX
1.201.8.0/21,9286,KINX
1.201.16.0/20,9286,KINX
1.201.32.0/19,9286,KINX
1.201.64.0/18,9286,KINX
1.201.128.0/19,9286,KINX
1.201.160.0/20,9286,KINX
1.201.176.0/21,9286,KINX
1.201.184.0/22,132203,"Tencent Building, Kejizhongyi Avenue"
1.201.188.0/23,132203,"Tencent Building, Kejizhongyi Avenue"
1.201.190.0/23,9286,KINX
1.201.192.0/19,9286,KINX
1.201.224.0/23,17589,"GABIA Inc."
1.201.226.0/23,9286,KINX
1.201.228.0/22,9286,KINX
1.201.232.0/21,9286,KINX
1.201.240.0/20,9286,KINX
1.202.0.0/16,4847,"China Networks Inter-Exchange"
1.203.0.0/18,4847,"China Networks Inter-Exchange"
1.203.64.0/20,4847,"China Networks Inter-Exchange"
1.203.80.0/21,4847,"China Networks Inter-Exchange"
1.203.88.0/22,4847,"China Networks Inter-Exchange"
1.203.92.0/23,4847,"China Networks Inter-Exchange"
1.203.94.0/23,23724,"IDC, China Telecommunications Corporation"
1.203.96.0/20,4847,"China Networks Inter-Exchange"
1.203.112.0/23,4809,"China Telecom Next Generation Carrier Network"
1.203.114.0/24,4847,"China Networks Inter-Exchange"
1.203.115.0/24,23724,"IDC, China Telecommunications Corporation"
1.203.116.0/22,4847,"China Networks Inter-Exchange"
1.203.120.0/22,4847,"China Networks Inter-Exchange"
1.203.124.0/22,23724,"IDC, China Telecommunications Corporation"
1.203.128.0/17,4847,"China Networks Inter-Exchange"
1.204.0.0/15,4134,Chinanet
1.206.0.0/17,4134,Chinanet
1.206.128.0/18,140647,"CHINATELECOM Guizhou province Shengji 5G network"
1.206.192.0/18,4134,Chinanet
1.207.0.0/16,4134,Chinanet
1.208.0.0/16,3786,"LG DACOM Corporation"
1.209.0.0/21,3786,"LG DACOM Corporation"
1.209.8.0/24,3786,"LG DACOM Corporation"
1.209.9.0/24,4791,"JoongAng Ilbo"
1.209.10.0/23,3786,"LG DACOM Corporation"
1.209.12.0/22,3786,"LG DACOM Corporation"
1.209.16.0/21,3786,"LG DACOM Corporation"
1.209.24.0/22,3786,"LG DACOM Corporation"
1.209.28.0/24,3786,"LG DACOM Corporation"
1.209.29.0/24,18305,"POSCO DX"
1.209.30.0/23,3786,"LG DACOM Corporation"
1.209.32.0/19,3786,"LG DACOM Corporation"
1.209.64.0/20,3786,"LG DACOM Corporation"
1.209.80.0/23,3786,"LG DACOM Corporation"
1.209.82.0/24,3786,"LG DACOM Corporation"
1.209.83.0/24,9579,"Shinyoung Securities CO ., LTD."
1.209.84.0/22,3786,"LG DACOM Corporation"
1.209.88.0/23,3786,"LG DACOM Corporation"
1.209.90.0/23,9526,KOSCOM
1.209.92.0/24,9526,KOSCOM
1.209.93.0/24,3786,"LG DACOM Corporation"
1.209.94.0/23,3786,"LG DACOM Corporation"
1.209.96.0/19,3786,"LG DACOM Corporation"
1.209.128.0/19,3786,"LG DACOM Corporation"
1.209.160.0/20,3786,"LG DACOM Corporation"
1.209.176.0/22,3786,"LG DACOM Corporation"
1.209.180.0/24,3786,"LG DACOM Corporation"
1.209.181.0/24,18305,"POSCO DX"
1.209.182.0/23,18305,"POSCO DX"
1.209.184.0/24,55633,"pundang jesaeng general hospital"
1.209.185.0/24,18305,"POSCO DX"
1.209.186.0/23,3786,"LG DACOM Corporation"
1.209.188.0/22,3786,"LG DACOM Corporation"
1.209.192.0/22,3786,"LG DACOM Corporation"
1.209.196.0/24,38707,Tosspayments
1.209.197.0/24,3786,"LG DACOM Corporation"
1.209.198.0/24,3786,"LG DACOM Corporation"
1.209.199.0/24,45974,NHNCLOUD
1.209.200.0/24,9630,"SK Securities Limited"
1.209.201.0/24,3786,"LG DACOM Corporation"
1.209.202.0/23,3786,"LG DACOM Corporation"
1.209.204.0/24,9684,"HANWHA Corp. Information Service div."
1.209.205.0/24,3786,"LG DACOM Corporation"
1.209.206.0/23,3786,"LG DACOM Corporation"
1.209.208.0/20,3786,"LG DACOM Corporation"
1.209.224.0/19,3786,"LG DACOM Corporation"
1.210.0.0/15,3786,"LG DACOM Corporation"
1.212.0.0/15,3786,"LG DACOM Corporation"
1.214.0.0/18,3786,"LG DACOM Corporation"
1.214.64.0/21,3786,"LG DACOM Corporation"
1.214.72.0/23,9638,"National Agricultural Cooperative federation"
1.214.74.0/23,3786,"LG DACOM Corporation"
1.214.76.0/22,3786,"LG DACOM Corporation"
1.214.80.0/21,3786,"LG DACOM Corporation"
1.214.88.0/22,3786,"LG DACOM Corporation"
1.214.92.0/24,9638,"National Agricultural Cooperative federation"
1.214.93.0/24,3786,"LG DACOM Corporation"
1.214.94.0/23,3786,"LG DACOM Corporation"
1.214.96.0/21,3786,"LG DACOM Corporation"
1.214.104.0/24,3786,"LG DACOM Corporation"
1.214.105.0/24,38707,Tosspayments
1.214.106.0/24,38707,Tosspayments
1.214.107.0/24,3786,"LG DACOM Corporation"
1.214.108.0/22,3786,"LG DACOM Corporation"
1.214.112.0/20,3786,"LG DACOM Corporation"
1.214.128.0/17,3786,"LG DACOM Corporation"
